Gene	Tissue	Group
ENSCAFG00000040870	All	Not-Expressed
ENSCAFG00000040874	All	Not-Expressed
ENSCAFG00000040875	All	Not-Expressed
ENSCAFG00000040882	All	Not-Expressed
ENSCAFG00000040884	All	Not-Expressed
ENSCAFG00000040893	All	Not-Expressed
ENSCAFG00000040898	All	Not-Expressed
ENSCAFG00000040903	All	Not-Expressed
ENSCAFG00000040907	All	Not-Expressed
ENSCAFG00000040913	All	Not-Expressed
ENSCAFG00000040916	All	Not-Expressed
ENSCAFG00000040920	All	Not-Expressed
ENSCAFG00000040922	All	Not-Expressed
ENSCAFG00000040929	All	Not-Expressed
ENSCAFG00000040934	All	Not-Expressed
ENSCAFG00000040950	All	Not-Expressed
ENSCAFG00000040952	All	Not-Expressed
ENSCAFG00000040957	All	Not-Expressed
ENSCAFG00000040960	All	Not-Expressed
ENSCAFG00000040963	All	Not-Expressed
ENSCAFG00000040964	All	Not-Expressed
ENSCAFG00000040965	All	Not-Expressed
ENSCAFG00000040966	All	Not-Expressed
ENSCAFG00000040967	All	Not-Expressed
ENSCAFG00000040968	All	Not-Expressed
ENSCAFG00000040969	All	Not-Expressed
ENSCAFG00000040970	All	Not-Expressed
ENSCAFG00000040971	All	Not-Expressed
ENSCAFG00000040972	All	Not-Expressed
ENSCAFG00000040973	All	Not-Expressed
ENSCAFG00000040974	All	Not-Expressed
ENSCAFG00000040975	All	Not-Expressed
ENSCAFG00000040976	All	Not-Expressed
ENSCAFG00000040977	All	Not-Expressed
ENSCAFG00000040978	All	Not-Expressed
ENSCAFG00000040980	All	Not-Expressed
ENSCAFG00000040981	All	Not-Expressed
ENSCAFG00000040982	All	Not-Expressed
ENSCAFG00000040983	All	Not-Expressed
ENSCAFG00000040984	All	Not-Expressed
ENSCAFG00000040985	All	Not-Expressed
ENSCAFG00000040987	All	Not-Expressed
ENSCAFG00000040989	All	Not-Expressed
ENSCAFG00000040990	All	Not-Expressed
ENSCAFG00000040991	All	Not-Expressed
ENSCAFG00000040992	All	Not-Expressed
ENSCAFG00000040993	All	Not-Expressed
ENSCAFG00000040995	All	Not-Expressed
ENSCAFG00000040997	All	Not-Expressed
ENSCAFG00000040998	All	Not-Expressed
ENSCAFG00000040999	All	Not-Expressed
ENSCAFG00000041000	All	Not-Expressed
ENSCAFG00000041001	All	Not-Expressed
ENSCAFG00000041002	All	Not-Expressed
ENSCAFG00000041003	All	Not-Expressed
ENSCAFG00000041004	All	Not-Expressed
ENSCAFG00000041005	All	Not-Expressed
ENSCAFG00000041006	All	Not-Expressed
ENSCAFG00000041007	All	Not-Expressed
ENSCAFG00000041008	All	Not-Expressed
ENSCAFG00000041009	All	Not-Expressed
ENSCAFG00000041011	All	Not-Expressed
ENSCAFG00000041012	All	Not-Expressed
ENSCAFG00000041013	All	Not-Expressed
ENSCAFG00000041014	All	Not-Expressed
ENSCAFG00000041015	All	Not-Expressed
ENSCAFG00000041017	All	Not-Expressed
ENSCAFG00000041018	All	Not-Expressed
ENSCAFG00000041021	All	Not-Expressed
ENSCAFG00000041022	All	Not-Expressed
ENSCAFG00000041023	All	Not-Expressed
ENSCAFG00000041024	All	Not-Expressed
ENSCAFG00000041025	All	Not-Expressed
ENSCAFG00000041026	All	Not-Expressed
ENSCAFG00000041027	All	Not-Expressed
ENSCAFG00000041028	All	Not-Expressed
ENSCAFG00000041029	All	Not-Expressed
ENSCAFG00000041030	All	Not-Expressed
ENSCAFG00000041031	All	Not-Expressed
ENSCAFG00000041032	All	Not-Expressed
ENSCAFG00000041034	All	Not-Expressed
ENSCAFG00000041035	All	Not-Expressed
ENSCAFG00000041037	All	Not-Expressed
ENSCAFG00000041039	All	Not-Expressed
ENSCAFG00000041040	All	Not-Expressed
ENSCAFG00000041041	All	Not-Expressed
ENSCAFG00000041042	All	Not-Expressed
ENSCAFG00000041043	All	Not-Expressed
ENSCAFG00000041044	All	Not-Expressed
ENSCAFG00000041045	All	Not-Expressed
ENSCAFG00000041046	All	Not-Expressed
ENSCAFG00000041047	All	Not-Expressed
ENSCAFG00000041048	All	Not-Expressed
ENSCAFG00000041049	All	Not-Expressed
ENSCAFG00000041050	All	Not-Expressed
ENSCAFG00000041051	All	Not-Expressed
ENSCAFG00000041053	All	Not-Expressed
ENSCAFG00000041055	All	Not-Expressed
ENSCAFG00000041057	All	Not-Expressed
ENSCAFG00000041058	All	Not-Expressed
ENSCAFG00000041059	All	Not-Expressed
ENSCAFG00000041060	All	Not-Expressed
ENSCAFG00000041062	All	Not-Expressed
ENSCAFG00000041063	All	Not-Expressed
ENSCAFG00000041066	All	Not-Expressed
ENSCAFG00000041067	All	Not-Expressed
ENSCAFG00000041068	All	Not-Expressed
ENSCAFG00000041069	All	Not-Expressed
ENSCAFG00000041070	All	Not-Expressed
ENSCAFG00000041071	All	Not-Expressed
ENSCAFG00000041072	All	Not-Expressed
ENSCAFG00000041074	All	Not-Expressed
ENSCAFG00000041075	All	Not-Expressed
ENSCAFG00000041076	All	Not-Expressed
ENSCAFG00000041077	All	Not-Expressed
ENSCAFG00000041078	All	Not-Expressed
ENSCAFG00000041079	All	Not-Expressed
ENSCAFG00000041080	All	Not-Expressed
ENSCAFG00000041081	All	Not-Expressed
ENSCAFG00000041083	All	Not-Expressed
ENSCAFG00000041084	All	Not-Expressed
ENSCAFG00000041085	All	Not-Expressed
ENSCAFG00000041086	All	Not-Expressed
ENSCAFG00000041087	All	Not-Expressed
ENSCAFG00000041088	All	Not-Expressed
ENSCAFG00000041089	All	Not-Expressed
ENSCAFG00000041090	All	Not-Expressed
ENSCAFG00000041091	All	Not-Expressed
ENSCAFG00000041092	All	Not-Expressed
ENSCAFG00000041094	All	Not-Expressed
ENSCAFG00000041095	All	Not-Expressed
ENSCAFG00000041096	All	Not-Expressed
ENSCAFG00000041098	All	Not-Expressed
ENSCAFG00000041099	All	Not-Expressed
ENSCAFG00000041101	All	Not-Expressed
ENSCAFG00000041102	All	Not-Expressed
ENSCAFG00000041103	All	Not-Expressed
ENSCAFG00000041104	All	Not-Expressed
ENSCAFG00000041105	All	Not-Expressed
ENSCAFG00000041106	All	Not-Expressed
ENSCAFG00000041108	All	Not-Expressed
ENSCAFG00000041109	All	Not-Expressed
ENSCAFG00000041110	All	Not-Expressed
ENSCAFG00000041111	All	Not-Expressed
ENSCAFG00000041112	All	Not-Expressed
ENSCAFG00000041113	All	Not-Expressed
ENSCAFG00000041114	All	Not-Expressed
ENSCAFG00000041115	All	Not-Expressed
ENSCAFG00000041116	All	Not-Expressed
ENSCAFG00000041117	All	Not-Expressed
ENSCAFG00000041118	All	Not-Expressed
ENSCAFG00000041119	All	Not-Expressed
ENSCAFG00000041120	All	Not-Expressed
ENSCAFG00000041121	All	Not-Expressed
ENSCAFG00000041122	All	Not-Expressed
ENSCAFG00000041123	All	Not-Expressed
ENSCAFG00000041124	All	Not-Expressed
ENSCAFG00000041125	All	Not-Expressed
ENSCAFG00000041126	All	Not-Expressed
ENSCAFG00000041127	All	Not-Expressed
ENSCAFG00000041128	All	Not-Expressed
ENSCAFG00000041129	All	Not-Expressed
ENSCAFG00000041130	All	Not-Expressed
ENSCAFG00000041131	All	Not-Expressed
ENSCAFG00000041132	All	Not-Expressed
ENSCAFG00000041133	All	Not-Expressed
ENSCAFG00000041134	All	Not-Expressed
ENSCAFG00000041135	All	Not-Expressed
ENSCAFG00000041136	All	Not-Expressed
ENSCAFG00000041137	All	Not-Expressed
ENSCAFG00000041138	All	Not-Expressed
ENSCAFG00000041139	All	Not-Expressed
ENSCAFG00000041141	All	Not-Expressed
ENSCAFG00000041142	All	Not-Expressed
ENSCAFG00000041143	All	Not-Expressed
ENSCAFG00000041144	All	Not-Expressed
ENSCAFG00000041145	All	Not-Expressed
ENSCAFG00000041146	All	Not-Expressed
ENSCAFG00000041147	All	Not-Expressed
ENSCAFG00000041150	All	Not-Expressed
ENSCAFG00000041151	All	Not-Expressed
ENSCAFG00000041152	All	Not-Expressed
ENSCAFG00000041153	All	Not-Expressed
ENSCAFG00000041154	All	Not-Expressed
ENSCAFG00000041155	All	Not-Expressed
ENSCAFG00000041156	All	Not-Expressed
ENSCAFG00000041157	All	Not-Expressed
ENSCAFG00000041158	All	Not-Expressed
ENSCAFG00000041159	All	Not-Expressed
ENSCAFG00000041160	All	Not-Expressed
ENSCAFG00000041161	All	Not-Expressed
ENSCAFG00000041162	All	Not-Expressed
ENSCAFG00000041164	All	Not-Expressed
ENSCAFG00000041165	All	Not-Expressed
ENSCAFG00000041166	All	Not-Expressed
ENSCAFG00000041167	All	Not-Expressed
ENSCAFG00000041168	All	Not-Expressed
ENSCAFG00000041169	All	Not-Expressed
ENSCAFG00000041171	All	Not-Expressed
ENSCAFG00000041172	All	Not-Expressed
ENSCAFG00000041173	All	Not-Expressed
ENSCAFG00000041174	All	Not-Expressed
ENSCAFG00000041175	All	Not-Expressed
ENSCAFG00000041178	All	Not-Expressed
ENSCAFG00000041179	All	Not-Expressed
ENSCAFG00000041181	All	Not-Expressed
ENSCAFG00000041183	All	Not-Expressed
ENSCAFG00000041184	All	Not-Expressed
ENSCAFG00000041185	All	Not-Expressed
ENSCAFG00000041186	All	Not-Expressed
ENSCAFG00000041187	All	Not-Expressed
ENSCAFG00000041188	All	Not-Expressed
ENSCAFG00000041189	All	Not-Expressed
ENSCAFG00000041190	All	Not-Expressed
ENSCAFG00000041192	All	Not-Expressed
ENSCAFG00000041193	All	Not-Expressed
ENSCAFG00000041194	All	Not-Expressed
ENSCAFG00000041195	All	Not-Expressed
ENSCAFG00000041196	All	Not-Expressed
ENSCAFG00000041197	All	Not-Expressed
ENSCAFG00000041198	All	Not-Expressed
ENSCAFG00000041200	All	Not-Expressed
ENSCAFG00000041202	All	Not-Expressed
ENSCAFG00000041203	All	Not-Expressed
ENSCAFG00000041205	All	Not-Expressed
ENSCAFG00000041206	All	Not-Expressed
ENSCAFG00000041207	All	Not-Expressed
ENSCAFG00000041208	All	Not-Expressed
ENSCAFG00000041209	All	Not-Expressed
ENSCAFG00000041210	All	Not-Expressed
ENSCAFG00000041211	All	Not-Expressed
ENSCAFG00000041212	All	Not-Expressed
ENSCAFG00000041213	All	Not-Expressed
ENSCAFG00000041214	All	Not-Expressed
ENSCAFG00000041215	All	Not-Expressed
ENSCAFG00000041216	All	Not-Expressed
ENSCAFG00000041217	All	Not-Expressed
ENSCAFG00000041218	All	Not-Expressed
ENSCAFG00000041219	All	Not-Expressed
ENSCAFG00000041220	All	Not-Expressed
ENSCAFG00000041222	All	Not-Expressed
ENSCAFG00000041223	All	Not-Expressed
ENSCAFG00000041224	All	Not-Expressed
ENSCAFG00000041225	All	Not-Expressed
ENSCAFG00000041226	All	Not-Expressed
ENSCAFG00000041228	All	Not-Expressed
ENSCAFG00000041229	All	Not-Expressed
ENSCAFG00000041230	All	Not-Expressed
ENSCAFG00000041231	All	Not-Expressed
ENSCAFG00000041233	All	Not-Expressed
ENSCAFG00000041234	All	Not-Expressed
ENSCAFG00000041235	All	Not-Expressed
ENSCAFG00000041238	All	Not-Expressed
ENSCAFG00000041239	All	Not-Expressed
ENSCAFG00000041240	All	Not-Expressed
ENSCAFG00000041241	All	Not-Expressed
ENSCAFG00000041242	All	Not-Expressed
ENSCAFG00000041243	All	Not-Expressed
ENSCAFG00000041244	All	Not-Expressed
ENSCAFG00000041245	All	Not-Expressed
ENSCAFG00000041246	All	Not-Expressed
ENSCAFG00000041247	All	Not-Expressed
ENSCAFG00000041248	All	Not-Expressed
ENSCAFG00000041250	All	Not-Expressed
ENSCAFG00000041251	All	Not-Expressed
ENSCAFG00000041253	All	Not-Expressed
ENSCAFG00000041254	All	Not-Expressed
ENSCAFG00000041255	All	Not-Expressed
ENSCAFG00000041256	All	Not-Expressed
ENSCAFG00000041257	All	Not-Expressed
ENSCAFG00000041258	All	Not-Expressed
ENSCAFG00000041259	All	Not-Expressed
ENSCAFG00000041260	All	Not-Expressed
ENSCAFG00000041261	All	Not-Expressed
ENSCAFG00000041262	All	Not-Expressed
ENSCAFG00000041263	All	Not-Expressed
ENSCAFG00000041264	All	Not-Expressed
ENSCAFG00000041266	All	Not-Expressed
ENSCAFG00000041267	All	Not-Expressed
ENSCAFG00000041269	All	Not-Expressed
ENSCAFG00000041270	All	Not-Expressed
ENSCAFG00000041272	All	Not-Expressed
ENSCAFG00000041273	All	Not-Expressed
ENSCAFG00000041275	All	Not-Expressed
ENSCAFG00000041276	All	Not-Expressed
ENSCAFG00000041277	All	Not-Expressed
ENSCAFG00000041278	All	Not-Expressed
ENSCAFG00000041279	All	Not-Expressed
ENSCAFG00000041280	All	Not-Expressed
ENSCAFG00000041281	All	Not-Expressed
ENSCAFG00000041283	All	Not-Expressed
ENSCAFG00000041284	All	Not-Expressed
ENSCAFG00000041286	All	Not-Expressed
ENSCAFG00000041288	All	Not-Expressed
ENSCAFG00000041289	All	Not-Expressed
ENSCAFG00000041290	All	Not-Expressed
ENSCAFG00000041291	All	Not-Expressed
ENSCAFG00000041292	All	Not-Expressed
ENSCAFG00000041294	All	Not-Expressed
ENSCAFG00000041295	All	Not-Expressed
ENSCAFG00000041297	All	Not-Expressed
ENSCAFG00000041298	All	Not-Expressed
ENSCAFG00000041299	All	Not-Expressed
ENSCAFG00000041300	All	Not-Expressed
ENSCAFG00000041301	All	Not-Expressed
ENSCAFG00000041302	All	Not-Expressed
ENSCAFG00000041303	All	Not-Expressed
ENSCAFG00000041304	All	Not-Expressed
ENSCAFG00000041305	All	Not-Expressed
ENSCAFG00000041306	All	Not-Expressed
ENSCAFG00000041307	All	Not-Expressed
ENSCAFG00000041308	All	Not-Expressed
ENSCAFG00000041309	All	Not-Expressed
ENSCAFG00000041310	All	Not-Expressed
ENSCAFG00000041311	All	Not-Expressed
ENSCAFG00000041312	All	Not-Expressed
ENSCAFG00000041313	All	Not-Expressed
ENSCAFG00000041314	All	Not-Expressed
ENSCAFG00000041316	All	Not-Expressed
ENSCAFG00000041317	All	Not-Expressed
ENSCAFG00000041319	All	Not-Expressed
ENSCAFG00000041321	All	Not-Expressed
ENSCAFG00000041324	All	Not-Expressed
ENSCAFG00000041325	All	Not-Expressed
ENSCAFG00000041326	All	Not-Expressed
ENSCAFG00000041327	All	Not-Expressed
ENSCAFG00000041328	All	Not-Expressed
ENSCAFG00000041329	All	Not-Expressed
ENSCAFG00000041330	All	Not-Expressed
ENSCAFG00000041331	All	Not-Expressed
ENSCAFG00000041332	All	Not-Expressed
ENSCAFG00000041333	All	Not-Expressed
ENSCAFG00000041334	All	Not-Expressed
ENSCAFG00000041335	All	Not-Expressed
ENSCAFG00000041336	All	Not-Expressed
ENSCAFG00000041337	All	Not-Expressed
ENSCAFG00000041338	All	Not-Expressed
ENSCAFG00000041339	All	Not-Expressed
ENSCAFG00000041340	All	Not-Expressed
ENSCAFG00000041341	All	Not-Expressed
ENSCAFG00000041342	All	Not-Expressed
ENSCAFG00000041343	All	Not-Expressed
ENSCAFG00000041344	All	Not-Expressed
ENSCAFG00000041345	All	Not-Expressed
ENSCAFG00000041346	All	Not-Expressed
ENSCAFG00000041347	All	Not-Expressed
ENSCAFG00000041348	All	Not-Expressed
ENSCAFG00000041349	All	Not-Expressed
ENSCAFG00000041350	All	Not-Expressed
ENSCAFG00000041351	All	Not-Expressed
ENSCAFG00000041352	All	Not-Expressed
ENSCAFG00000041354	All	Not-Expressed
ENSCAFG00000041355	All	Not-Expressed
ENSCAFG00000041356	All	Not-Expressed
ENSCAFG00000041357	All	Not-Expressed
ENSCAFG00000041358	All	Not-Expressed
ENSCAFG00000041359	All	Not-Expressed
ENSCAFG00000041360	All	Not-Expressed
ENSCAFG00000041361	All	Not-Expressed
ENSCAFG00000041362	All	Not-Expressed
ENSCAFG00000041363	All	Not-Expressed
ENSCAFG00000041365	All	Not-Expressed
ENSCAFG00000041366	All	Not-Expressed
ENSCAFG00000041367	All	Not-Expressed
ENSCAFG00000041368	All	Not-Expressed
ENSCAFG00000041369	All	Not-Expressed
ENSCAFG00000041370	All	Not-Expressed
ENSCAFG00000041371	All	Not-Expressed
ENSCAFG00000041372	All	Not-Expressed
ENSCAFG00000041374	All	Not-Expressed
ENSCAFG00000041375	All	Not-Expressed
ENSCAFG00000041376	All	Not-Expressed
ENSCAFG00000041377	All	Not-Expressed
ENSCAFG00000041378	All	Not-Expressed
ENSCAFG00000041380	All	Not-Expressed
ENSCAFG00000041381	All	Not-Expressed
ENSCAFG00000041382	All	Not-Expressed
ENSCAFG00000041384	All	Not-Expressed
ENSCAFG00000041385	All	Not-Expressed
ENSCAFG00000041386	All	Not-Expressed
ENSCAFG00000041387	All	Not-Expressed
ENSCAFG00000041388	All	Not-Expressed
ENSCAFG00000041389	All	Not-Expressed
ENSCAFG00000041390	All	Not-Expressed
ENSCAFG00000041391	All	Not-Expressed
ENSCAFG00000041392	All	Not-Expressed
ENSCAFG00000041393	All	Not-Expressed
ENSCAFG00000041394	All	Not-Expressed
ENSCAFG00000041395	All	Not-Expressed
ENSCAFG00000041396	All	Not-Expressed
ENSCAFG00000041397	All	Not-Expressed
ENSCAFG00000041398	All	Not-Expressed
ENSCAFG00000041399	All	Not-Expressed
ENSCAFG00000041400	All	Not-Expressed
ENSCAFG00000041401	All	Not-Expressed
ENSCAFG00000041402	All	Not-Expressed
ENSCAFG00000041403	All	Not-Expressed
ENSCAFG00000041404	All	Not-Expressed
ENSCAFG00000041405	All	Not-Expressed
ENSCAFG00000041407	All	Not-Expressed
ENSCAFG00000041408	All	Not-Expressed
ENSCAFG00000041409	All	Not-Expressed
ENSCAFG00000041411	All	Not-Expressed
ENSCAFG00000041412	All	Not-Expressed
ENSCAFG00000041413	All	Not-Expressed
ENSCAFG00000041414	All	Not-Expressed
ENSCAFG00000041415	All	Not-Expressed
ENSCAFG00000041416	All	Not-Expressed
ENSCAFG00000041418	All	Not-Expressed
ENSCAFG00000041419	All	Not-Expressed
ENSCAFG00000041422	All	Not-Expressed
ENSCAFG00000041423	All	Not-Expressed
ENSCAFG00000041424	All	Not-Expressed
ENSCAFG00000041425	All	Not-Expressed
ENSCAFG00000041426	All	Not-Expressed
ENSCAFG00000041428	All	Not-Expressed
ENSCAFG00000041430	All	Not-Expressed
ENSCAFG00000041431	All	Not-Expressed
ENSCAFG00000041432	All	Not-Expressed
ENSCAFG00000041433	All	Not-Expressed
ENSCAFG00000041434	All	Not-Expressed
ENSCAFG00000041435	All	Not-Expressed
ENSCAFG00000041437	All	Not-Expressed
ENSCAFG00000041438	All	Not-Expressed
ENSCAFG00000041439	All	Not-Expressed
ENSCAFG00000041440	All	Not-Expressed
ENSCAFG00000041441	All	Not-Expressed
ENSCAFG00000041442	All	Not-Expressed
ENSCAFG00000041443	All	Not-Expressed
ENSCAFG00000041445	All	Not-Expressed
ENSCAFG00000041446	All	Not-Expressed
ENSCAFG00000041447	All	Not-Expressed
ENSCAFG00000041448	All	Not-Expressed
ENSCAFG00000041449	All	Not-Expressed
ENSCAFG00000041450	All	Not-Expressed
ENSCAFG00000041451	All	Not-Expressed
ENSCAFG00000041452	All	Not-Expressed
ENSCAFG00000041454	All	Not-Expressed
ENSCAFG00000041455	All	Not-Expressed
ENSCAFG00000041456	All	Not-Expressed
ENSCAFG00000041457	All	Not-Expressed
ENSCAFG00000041458	All	Not-Expressed
ENSCAFG00000041459	All	Not-Expressed
ENSCAFG00000041460	All	Not-Expressed
ENSCAFG00000041461	All	Not-Expressed
ENSCAFG00000041462	All	Not-Expressed
ENSCAFG00000041463	All	Not-Expressed
ENSCAFG00000041465	All	Not-Expressed
ENSCAFG00000041467	All	Not-Expressed
ENSCAFG00000041468	All	Not-Expressed
ENSCAFG00000041469	All	Not-Expressed
ENSCAFG00000041470	All	Not-Expressed
ENSCAFG00000041471	All	Not-Expressed
ENSCAFG00000041472	All	Not-Expressed
ENSCAFG00000041473	All	Not-Expressed
ENSCAFG00000041474	All	Not-Expressed
ENSCAFG00000041475	All	Not-Expressed
ENSCAFG00000041476	All	Not-Expressed
ENSCAFG00000041477	All	Not-Expressed
ENSCAFG00000041478	All	Not-Expressed
ENSCAFG00000041479	All	Not-Expressed
ENSCAFG00000041480	All	Not-Expressed
ENSCAFG00000041481	All	Not-Expressed
ENSCAFG00000041482	All	Not-Expressed
ENSCAFG00000041483	All	Not-Expressed
ENSCAFG00000041484	All	Not-Expressed
ENSCAFG00000041485	All	Not-Expressed
ENSCAFG00000041486	All	Not-Expressed
ENSCAFG00000041487	All	Not-Expressed
ENSCAFG00000041488	All	Not-Expressed
ENSCAFG00000041489	All	Not-Expressed
ENSCAFG00000041490	All	Not-Expressed
ENSCAFG00000041491	All	Not-Expressed
ENSCAFG00000041492	All	Not-Expressed
ENSCAFG00000041493	All	Not-Expressed
ENSCAFG00000041494	All	Not-Expressed
ENSCAFG00000041495	All	Not-Expressed
ENSCAFG00000041496	All	Not-Expressed
ENSCAFG00000041497	All	Not-Expressed
ENSCAFG00000041498	All	Not-Expressed
ENSCAFG00000041499	All	Not-Expressed
ENSCAFG00000041500	All	Not-Expressed
ENSCAFG00000041501	All	Not-Expressed
ENSCAFG00000041502	All	Not-Expressed
ENSCAFG00000041503	All	Not-Expressed
ENSCAFG00000041504	All	Not-Expressed
ENSCAFG00000041505	All	Not-Expressed
ENSCAFG00000041506	All	Not-Expressed
ENSCAFG00000041507	All	Not-Expressed
ENSCAFG00000041509	All	Not-Expressed
ENSCAFG00000041510	All	Not-Expressed
ENSCAFG00000041511	All	Not-Expressed
ENSCAFG00000041512	All	Not-Expressed
ENSCAFG00000041513	All	Not-Expressed
ENSCAFG00000041514	All	Not-Expressed
ENSCAFG00000041515	All	Not-Expressed
ENSCAFG00000041516	All	Not-Expressed
ENSCAFG00000041517	All	Not-Expressed
ENSCAFG00000041518	All	Not-Expressed
ENSCAFG00000041520	All	Not-Expressed
ENSCAFG00000041521	All	Not-Expressed
ENSCAFG00000041522	All	Not-Expressed
ENSCAFG00000041523	All	Not-Expressed
ENSCAFG00000041524	All	Not-Expressed
ENSCAFG00000041525	All	Not-Expressed
ENSCAFG00000041526	All	Not-Expressed
ENSCAFG00000041527	All	Not-Expressed
ENSCAFG00000041528	All	Not-Expressed
ENSCAFG00000041529	All	Not-Expressed
ENSCAFG00000041530	All	Not-Expressed
ENSCAFG00000041531	All	Not-Expressed
ENSCAFG00000041534	All	Not-Expressed
ENSCAFG00000041535	All	Not-Expressed
ENSCAFG00000041536	All	Not-Expressed
ENSCAFG00000041537	All	Not-Expressed
ENSCAFG00000041538	All	Not-Expressed
ENSCAFG00000041539	All	Not-Expressed
ENSCAFG00000041540	All	Not-Expressed
ENSCAFG00000041541	All	Not-Expressed
ENSCAFG00000041542	All	Not-Expressed
ENSCAFG00000041543	All	Not-Expressed
ENSCAFG00000041544	All	Not-Expressed
ENSCAFG00000041545	All	Not-Expressed
ENSCAFG00000041546	All	Not-Expressed
ENSCAFG00000041547	All	Not-Expressed
ENSCAFG00000041548	All	Not-Expressed
ENSCAFG00000041549	All	Not-Expressed
ENSCAFG00000041550	All	Not-Expressed
ENSCAFG00000041551	All	Not-Expressed
ENSCAFG00000041552	All	Not-Expressed
ENSCAFG00000041554	All	Not-Expressed
ENSCAFG00000041555	All	Not-Expressed
ENSCAFG00000041556	All	Not-Expressed
ENSCAFG00000041557	All	Not-Expressed
ENSCAFG00000041558	All	Not-Expressed
ENSCAFG00000041559	All	Not-Expressed
ENSCAFG00000041560	All	Not-Expressed
ENSCAFG00000041561	All	Not-Expressed
ENSCAFG00000041562	All	Not-Expressed
ENSCAFG00000041563	All	Not-Expressed
ENSCAFG00000041565	All	Not-Expressed
ENSCAFG00000041566	All	Not-Expressed
ENSCAFG00000041567	All	Not-Expressed
ENSCAFG00000041569	All	Not-Expressed
ENSCAFG00000041570	All	Not-Expressed
ENSCAFG00000041571	All	Not-Expressed
ENSCAFG00000041572	All	Not-Expressed
ENSCAFG00000041574	All	Not-Expressed
ENSCAFG00000041575	All	Not-Expressed
ENSCAFG00000041576	All	Not-Expressed
ENSCAFG00000041577	All	Not-Expressed
ENSCAFG00000041578	All	Not-Expressed
ENSCAFG00000041579	All	Not-Expressed
ENSCAFG00000041582	All	Not-Expressed
ENSCAFG00000041583	All	Not-Expressed
ENSCAFG00000041584	All	Not-Expressed
ENSCAFG00000041585	All	Not-Expressed
ENSCAFG00000041586	All	Not-Expressed
ENSCAFG00000041587	All	Not-Expressed
ENSCAFG00000041588	All	Not-Expressed
ENSCAFG00000041589	All	Not-Expressed
ENSCAFG00000041590	All	Not-Expressed
ENSCAFG00000041591	All	Not-Expressed
ENSCAFG00000041593	All	Not-Expressed
ENSCAFG00000041594	All	Not-Expressed
ENSCAFG00000041595	All	Not-Expressed
ENSCAFG00000041596	All	Not-Expressed
ENSCAFG00000041597	All	Not-Expressed
ENSCAFG00000041598	All	Not-Expressed
ENSCAFG00000041599	All	Not-Expressed
ENSCAFG00000041600	All	Not-Expressed
ENSCAFG00000041601	All	Not-Expressed
ENSCAFG00000041602	All	Not-Expressed
ENSCAFG00000041603	All	Not-Expressed
ENSCAFG00000041604	All	Not-Expressed
ENSCAFG00000041605	All	Not-Expressed
ENSCAFG00000041606	All	Not-Expressed
ENSCAFG00000041607	All	Not-Expressed
ENSCAFG00000041608	All	Not-Expressed
ENSCAFG00000041609	All	Not-Expressed
ENSCAFG00000041610	All	Not-Expressed
ENSCAFG00000041611	All	Not-Expressed
